Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
59485,1.1959402,0.220204713,0.624784965,0.646288343,-0.443876114,-0.707924102,-0.003838792,-0.09292948,0.005102844,-0.112593687,0.31323358,0.611188172,0.329929145,0.268715174,1.249678429,-0.089359235,-0.03117311,-1.109314703,-0.600743714,-0.131549249,-0.207828537,-0.561853706,0.206063844,0.39744074,0.104481553,0.103829288,-0.011373171,0.018960618,0.89,0
59485,1.121310348,-0.551974293,0.193836274,0.394291358,-0.547696502,0.172890817,-0.39740759,0.101437654,-1.234673582,0.977010726,0.886914897,0.252984686,-0.241465473,0.506335176,0.430067724,-1.319024133,-0.275037152,1.511055254,-1.20394254,-0.423017641,-0.190004584,-0.242735977,-0.117031096,-0.345792521,0.45551742,-0.253828441,0.037222687,0.023264107,87.61,0
59485,0.850149783,-1.558451624,0.157287458,-0.297640833,-1.365494976,-0.460005495,-0.313430427,-0.141706285,-0.282887007,0.361260946,-1.013339024,-0.784664947,-0.512494944,-0.335036791,-0.279455178,0.848095532,0.562135201,-1.5205403,0.989350841,0.604951277,0.055709934,-0.450700077,-0.259731303,0.0458028,0.359403809,-0.339414711,-0.038690363,0.06281456,299,0
59485,-0.242076116,1.342499592,0.945010815,1.966252934,1.079939937,0.622110764,0.694039302,0.090087395,-0.870204999,-0.400780427,-1.897449083,-0.219833602,1.103552216,-1.734364094,-1.01361714,0.723507221,0.162284774,0.457702232,-0.124577143,0.033194376,-0.146851141,-0.205967953,-0.422469726,-1.064308743,0.413706307,0.120636414,0.052098919,0.03909952,7.6,0
59486,1.211290012,0.023035221,0.958578749,1.137986608,-0.482107571,0.297862191,-0.503219494,0.081812756,0.786418389,-0.232279479,-1.35613762,0.778099249,1.255039649,-0.623489274,0.120953959,0.271541612,-0.61376671,0.078514906,0.096841024,-0.037258388,-0.104688989,-0.038946785,-0.121948246,-0.428296208,0.562654224,-0.360290133,0.07837665,0.032124691,9.99,0
59486,1.321224205,0.267781447,0.173729128,0.418557477,-0.025428799,-0.50146507,0.077911959,-0.180988108,0.024621559,-0.079231701,-0.877568,0.36647816,0.976462102,0.086411523,1.036544553,0.522930183,-0.757086119,-0.332257784,0.193698571,-0.034764799,-0.307106468,-0.856159535,0.027413774,-0.44627423,0.347005897,0.144926791,-0.026638397,0.011486326,0.99,0
59488,-2.010519029,-5.498216143,-1.982491662,1.362432137,-1.775424886,0.444619442,2.142832005,-0.336977488,0.007666381,-0.804388734,0.923778026,0.321571914,-1.159132744,1.010800912,0.034845703,-0.012102089,0.088551721,-0.09562598,-0.174394424,3.230897811,0.972493696,-0.935926222,-1.573835377,-0.153810643,-0.173970547,0.947783162,-0.407883272,0.265780552,1684.35,0
59488,-0.362046452,1.019879901,0.926658473,-0.308946733,0.698763633,0.308874316,0.515884732,0.264859601,-0.607086687,-0.386615265,0.943054219,0.436880667,0.217381809,-0.267056849,0.5026233,0.536390983,-0.281677757,0.183313112,0.166246158,0.121467397,-0.241632757,-0.617184509,-0.108399607,-0.896373118,-0.146758399,0.137670844,0.257987763,0.07588971,2.28,0
59488,-1.88074434,-0.0820014,0.72080548,0.312479051,0.211553625,-1.068623943,0.449240015,-0.088648166,-0.355390292,0.28732809,1.542042549,1.079523247,0.558145153,0.173382282,0.048494257,0.367122101,-0.626403228,-0.02350237,0.345449914,-0.848657626,-0.243709352,0.030843202,0.982654961,0.548921096,-0.301341442,0.017836749,-0.550271037,-0.250452092,30,0
59489,1.427497785,-0.284969794,-0.298280478,-0.859243824,-0.333312502,-0.862452745,-0.075703886,-0.292469496,-1.524599116,0.828999614,1.32328705,0.435654132,0.984352482,0.114227697,-0.350580397,0.978953808,-0.015386927,-1.105828303,1.044251592,0.146914008,0.231114377,0.607199062,-0.22950252,0.077537963,0.837280012,-0.085269,-0.02758087,-0.00938963,15,0
59489,0.677786607,-1.698505934,-0.189324403,-0.470348635,-1.279960641,-0.486894976,-0.060041101,-0.118228979,-1.021220408,0.704403253,0.7634371,-0.100198211,-0.762976119,0.609651725,0.349629595,-0.858378407,-0.320562077,1.503404158,-0.359530145,0.210001874,-0.353884164,-1.477160777,-0.1674046,-0.002622762,-0.095744311,0.784215218,-0.140200483,0.05758571,369,0
59490,0.944228999,-0.312994909,0.55127896,1.433553044,-0.764791004,-0.525425896,0.04267869,-0.045140507,0.653838507,-0.196381805,-0.904792954,-0.083906098,-1.185831361,0.193217248,-0.015341876,-0.199089306,-0.005272062,-0.381779307,0.016565135,0.035983433,-0.204729297,-0.759729582,-0.057980988,0.351340384,0.410681947,-0.55514883,0.008261963,0.048125104,135.98,0
59491,0.013000579,-2.261371578,0.508236236,0.648741545,-1.338876407,1.096712497,-0.211590369,0.373938289,0.884933624,-0.549174129,1.254259511,1.150410303,-0.59641584,-0.069218046,-0.412182963,-0.378330289,0.484257092,-0.868371785,-0.210491842,0.948748255,0.201637139,-0.404032927,-0.349308269,-0.203521062,-0.258171885,0.895839001,-0.109442694,0.092685921,557.86,0
59491,1.574052924,-1.14184487,0.222343239,-1.635911844,-1.160859592,0.00410307,-1.259222474,-0.060747349,-1.519153731,1.420081508,-1.746858175,-1.305870224,0.952732707,-0.602868104,0.93116414,0.254631482,-0.141763446,0.751778336,0.081328239,-0.241818407,-0.143975204,-0.013896528,-0.18519281,-1.008309558,0.527019961,-0.01860023,0.048530975,0.015522195,24.3,0
59491,-0.323838272,1.226443118,1.819539759,1.894600823,0.185471619,-0.438501489,0.72340072,0.008128454,-1.222985013,0.254567958,-0.715539423,-0.594853287,-0.480786661,0.265005243,0.399388627,0.706948321,-0.608404213,-0.24889131,-0.779677491,-0.112241641,-0.177749615,-0.670733618,0.016044927,0.319070243,-0.203165366,-0.305118682,0.013639031,0.034258385,7.91,0
59491,1.135461889,0.092772127,0.408382794,1.281978688,-0.188677525,0.114926054,-0.127037424,0.203061307,0.216052417,0.083257803,0.952527387,0.571487232,-1.430380692,0.502066032,-0.661959596,-0.469917397,0.080941014,-0.33448297,-0.066543357,-0.271891076,-0.068739325,-0.039959486,-0.053669223,0.005082071,0.595141792,-0.325236641,0.029517842,0.001940057,1,0
59492,-0.407769176,1.039473013,0.729374923,1.193844174,-0.769400139,-0.231592582,0.010087445,0.359679655,-0.426163722,0.145072207,1.012686814,1.134627626,0.133920798,0.396862941,-0.430761653,-0.778733482,0.537775586,0.108111674,2.111679449,-0.067919807,0.103227608,0.349137685,0.26468196,0.584596802,-1.401814369,0.228700589,-0.12029746,0.173589224,30.92,0
59492,-0.756059931,1.272852071,0.871295171,0.130046703,-0.395999669,-0.960112616,0.525892823,0.32761722,-0.612835792,-0.781817936,-0.323103404,0.181144454,0.396947399,-0.150354884,0.834781787,0.504061215,0.161576234,-0.10808511,-0.108872484,0.118982917,-0.191742456,-0.686235496,0.1467406,0.333521653,-0.110397542,0.07213,0.105630924,0.039156565,49.99,0
59493,1.356574148,-1.535895501,1.01458488,-0.980949251,-1.840651489,0.495093714,-1.535551917,0.235415057,-0.847601205,1.180545357,-0.051148935,0.369494022,0.182183966,-1.197515564,-3.000859405,-1.147166127,1.095376919,-0.162777759,1.142341775,-0.296241414,-0.578443522,-0.948478853,0.038287733,-0.051798022,0.35054866,-0.338307909,0.073518325,0.01724696,42.45,0
59494,-1.287511757,3.274917944,-3.420193662,1.692522638,-0.2731294,-1.836243745,-0.494904156,1.499540429,-0.682318187,-1.242157027,0.94393684,0.948585241,1.356202879,-2.699329406,1.048390991,0.809777125,3.791030285,0.893376714,-1.011346297,0.082903076,-0.004657937,0.012585877,0.397671629,0.075724721,-0.277412119,-0.372152384,0.104153418,-0.06181784,0.99,0
59494,1.049712076,-0.68128082,1.024179881,0.263165011,-1.181141958,0.069805373,-0.727594289,0.241594215,1.371647631,-0.490014057,-0.769554477,0.043538021,-1.203054097,-0.280566663,0.083972469,-0.350813174,0.492500172,-0.933546448,0.095057338,-0.061012695,-0.182680871,-0.424752025,0.069944686,0.119343599,0.001194675,0.969837687,-0.036274391,0.018967497,69.32,0
59494,1.214909811,-1.685748637,1.097774593,-1.005638846,-2.265295185,-0.319388337,-1.411198397,-0.000772787,-1.028429508,1.198650553,-0.907068805,-0.712214494,0.33820635,-0.910030653,-0.204152415,-0.461698588,0.739135436,0.08981073,-0.119857241,-0.095191929,-0.169396682,-0.200891884,-0.039899835,0.389243953,0.198678621,-0.208291243,0.055051132,0.053791984,136,0
59494,-0.264006664,1.07641121,0.993488035,0.605005576,0.544695936,-0.308786629,0.888528323,-0.25527538,-0.083456654,0.341190001,-1.370960703,-1.130535494,-1.068869363,0.256255257,1.249187911,-0.130215589,-0.535770767,0.487231803,0.73107382,0.132607173,0.004178188,0.261770167,-0.297212955,-0.474196224,-0.164074782,-0.302786123,0.108370322,-0.008512094,2.54,0
59494,-0.963279518,1.20871541,0.187549919,0.952845778,0.662906315,-0.240493246,0.127257472,0.56458777,-0.936360491,-0.745908716,1.277103655,0.108859833,-0.66687293,-0.458892958,0.789677971,0.277712813,1.025302282,0.996891904,0.278480066,-0.118887535,0.19499083,0.37134708,-0.217218621,-0.423167738,-0.341852101,-0.312911196,-0.042317063,0.075818344,1,0
59494,0.963267311,-0.628624276,1.721345479,1.314286566,-1.496545856,0.419301855,-0.939069391,0.349777531,1.666681822,-0.536119835,-0.70102278,0.91436204,-0.594141568,-0.908460491,-1.399630079,-1.010168691,0.949578321,-1.177841579,-0.060334956,-0.110583528,-0.125654415,0.035222828,0.041795675,0.667815564,0.214829962,0.380630354,0.05103841,0.034893701,54.98,0
59494,-1.634428984,1.217949892,1.297506407,0.834028432,0.099427007,0.486514617,0.385316144,-0.0078706,0.306705284,0.87472571,1.172157492,1.289196542,0.52172078,-0.495930361,-0.733175556,-1.07458418,0.150802967,-0.245858615,0.767936866,-0.030784064,0.121443175,0.761350341,-0.071576075,0.055830932,-0.208967121,-0.392611879,-1.006786236,-0.143319111,4.99,0
59495,0.553578959,-2.373013297,1.421874077,0.21048276,-2.62051446,0.585533575,-1.328203765,0.399559673,0.783623728,0.299582677,0.048371752,0.354357581,-1.584767375,-0.717369624,-2.129096664,-1.685514788,0.666146203,1.505967748,-0.040338099,0.078540746,-0.233962982,-0.591249966,-0.215438936,0.594446303,-0.082019206,1.067357911,-0.045991551,0.069517847,345.69,0
59495,-2.085830674,0.927334852,-0.163481345,-2.045914829,-1.059776958,-0.283551486,-0.08405724,1.332299163,0.426669601,-2.150758549,0.367932461,1.010277689,-1.280539354,1.341768643,-0.305770605,-0.159586075,0.143685868,0.152190939,0.089655186,-0.747337797,0.065090794,-0.082410025,0.082320768,-0.34972657,0.075741381,-1.015046604,-0.362704285,-0.237724815,88.97,0
59496,-2.356785143,-0.209864031,1.70984654,0.354117142,0.787397553,-1.399628568,1.206383436,-0.593553615,-0.145479705,-0.020925839,-0.16151319,-0.190753386,-0.232072238,-0.150835064,0.517468213,0.08680997,-0.713551308,-0.206748037,-0.835831725,-0.638767547,-0.097706085,0.350496438,0.511279186,0.704390781,0.856844582,-0.468350035,-0.680514019,0.255397044,23.09,0
59497,0.682041338,-1.963451624,-1.950715366,-1.265199143,1.247292819,3.344618129,-0.253970489,0.596893172,-0.947477802,0.463965987,-0.503584996,-0.138919892,0.21688056,0.257814267,0.213176508,-1.473443357,-0.184286167,1.167000778,-0.223301912,0.435486329,-0.250765189,-1.168142726,-0.40582945,1.063464005,0.493762488,0.864926525,-0.126458516,0.063884208,408.02,0
59498,1.161073246,0.107847656,0.5774399,0.509341043,-0.398045635,-0.332052068,-0.164109117,0.107825969,-0.124152229,0.080115946,1.76481577,0.830763751,-0.539200016,0.618340578,0.646610993,0.180617412,-0.280433899,-0.475063765,-0.25957686,-0.168131996,-0.173454376,-0.537965431,0.188140637,0.199312471,0.063462505,0.096670475,-0.020620557,0.005808805,0.89,0
59498,-1.897403927,0.4480505,1.204903922,-0.204715473,-0.666253624,2.005911019,2.006264973,-0.230309691,0.345779853,-0.230951666,0.695826449,0.004585241,-0.513566507,-0.295982351,1.611686,-0.684859676,0.190132966,-1.985737544,-2.875807675,-1.202664285,0.016148371,1.031395642,0.194372955,-0.624837611,-0.477302979,-0.567674862,-0.300860199,-0.298825676,330.39,0
59498,-1.056271799,-0.054038141,1.128698966,-1.880958912,-0.156491599,1.527070337,-0.928311944,-1.272682638,-0.388380417,0.163557712,-0.187207805,0.635788165,1.29041437,-1.142746861,-1.934842156,1.200081354,-0.057603012,-1.112243419,0.704062932,-0.504921388,1.614442905,0.122273648,-0.093092964,-1.294821555,-0.584247718,-0.429188165,0.327463456,0.111935531,80,0
59498,1.515010439,-0.890139716,-0.054407074,-1.520334252,-1.03551052,-0.70462992,-0.691530107,-0.212596008,-2.36113855,1.627926017,0.999158043,-0.12125209,0.771831522,-0.034187404,-0.356400381,-0.369448341,0.224112689,0.359235611,0.254864777,-0.281576992,-0.167964329,-0.112062352,-0.090466451,0.014520559,0.585595865,-0.14438075,0.00647818,0.000462788,18.95,0
59499,-0.047496062,1.394677197,0.213938463,1.264897783,1.019473668,0.191051852,0.612480611,0.069886623,-1.005109916,-0.483785429,0.59292496,-0.371341606,-0.07985732,-1.147896565,1.190082679,0.437488093,0.798268897,1.919534004,1.936156298,0.199526838,0.016218636,0.13577498,-0.397624323,-1.090402234,-0.113767452,-0.094155967,0.201041374,0.170387899,1,0
59499,-1.050301795,-0.134186097,1.955861613,-0.320081935,0.744668461,-1.268597852,0.398801124,-0.051311838,-0.353312062,-0.29358336,1.193887173,-0.253520194,-1.903212063,0.512944742,-0.094374118,0.520149444,-0.762724155,0.199168982,-0.429888246,0.08418316,-0.107832676,-0.614951546,-0.023917535,0.471810746,0.292143998,0.039611483,-0.298387888,-0.250658236,18.47,0
59499,0.964069418,-1.366832264,1.1527648,-0.391091998,-2.00807202,-0.425543363,-1.008692474,-0.022363258,-0.263086033,0.530224004,-0.558160849,-0.064119255,0.759479161,-0.397976298,1.507803796,-0.600957879,-0.362980808,1.639521208,-1.236941472,-0.0464559,-0.046885472,-0.041816558,-0.093366979,0.433300737,-0.104239177,1.094035756,-0.036458809,0.060790651,198.34,0
59499,1.373862982,-0.794911663,0.749377275,-0.720223584,-1.374588315,-0.468159444,-1.074265696,0.01441591,-0.224047972,0.628195773,-0.922835398,-1.294664393,-0.531611369,-0.288192804,1.254873928,1.669830433,-0.07055283,-0.573659896,0.410896779,0.083157221,0.348983674,0.880257871,-0.168943891,-0.096159832,0.455127268,-0.016984702,0.027434534,0.021899816,29.99,0
59500,-2.159996199,1.937478983,0.222438042,-1.308903367,-0.994314791,-1.340888892,-0.149564038,0.84390082,0.057609203,-0.387003732,-0.895004825,-0.005958738,-0.524858905,0.715208371,0.408887621,0.691326016,-0.215083325,-0.305602985,-0.676851025,-0.203743772,0.058315475,-0.180982424,0.050858403,0.414935149,-0.259973203,0.695669835,-0.730915803,-0.190020644,3.69,0
59501,-0.105092109,0.560864114,0.012672209,-0.791551859,2.498059124,3.510758443,0.208428264,0.625910187,-0.440516355,0.093521568,-0.026326894,-0.349845107,0.000432249,0.113795917,1.434049098,0.214414267,-0.77507133,0.142250198,1.034407412,0.205881854,-0.263063748,-0.80320376,-0.008904435,0.992170861,-0.279699947,0.113502356,-0.264188215,-0.187672212,13.99,0
59501,1.277862205,-1.218097161,0.436516857,-1.443918519,-0.943716234,0.816429151,-1.234907629,0.338397033,-1.845882802,1.249643548,0.727191948,-0.541243111,0.09374367,-0.108782135,1.664312968,-1.748267097,1.848210991,-2.056221765,-1.922356648,-0.460539148,-0.0664298,0.302244963,0.191320387,-0.666030833,0.013571203,-0.098652047,0.096962591,0.011778369,30,0
59501,-0.978820123,-0.35292952,2.181795769,-2.148264368,-2.284723551,-0.760051156,-0.729801712,0.465209256,-0.167443061,-0.949904074,-0.429978527,-0.140426903,0.009166899,0.097677857,2.366989242,-1.719674398,0.431996355,2.221377289,0.300222731,-0.185945915,0.061193931,0.407880022,0.036600715,0.729065934,0.059833382,0.23227418,-0.020659531,0.017044418,100,0
59502,1.203982742,1.179122496,-1.635241027,1.607713967,0.931009403,-1.386412301,0.628730188,-0.189791655,-0.294824158,-1.564126182,0.867925509,-0.942415267,-1.186952881,-3.145358449,1.435673318,0.791172791,3.044927461,1.010147068,-1.189522299,-0.134483843,-0.194662351,-0.474886925,-0.166377368,-0.279008909,0.749880476,-0.261096703,0.04974505,0.091331545,0.89,0
59503,-0.467447909,0.933324169,1.427681129,-0.211555173,0.114398095,-0.367745693,0.643296479,0.09622029,-0.641357074,-0.156349914,1.010265159,0.539813443,0.029577641,0.31676274,0.170545594,0.492292773,-0.765231528,0.253669033,0.422753092,0.157992242,-0.187190933,-0.542478952,-0.035464325,-0.017348056,-0.172668471,0.073493761,0.255236107,0.108945776,18.69,0
59505,-0.870626978,0.523757283,0.323176776,-0.611723086,0.469359407,1.454772108,0.368386919,0.940574616,-1.007960241,-0.742349282,1.837998682,0.730621736,-0.602002951,1.133018207,1.434116098,-1.101784643,1.087600608,-1.936072432,-0.008218947,0.022604637,-0.068423474,-0.464278784,0.501503993,-1.349274448,-1.102394613,0.783437096,-0.03730468,0.052218654,103.88,0
59505,-1.510042948,-1.223517894,1.433497726,0.401857163,1.553386738,-2.11580651,-0.68037114,0.000381484,-0.265315676,-0.230991099,-0.414147023,-0.003747781,0.103156434,0.308225898,1.289494178,-0.170571013,-0.056810549,-0.108426335,0.814818903,0.584000359,0.193635314,-0.010952593,0.362965576,0.434058662,-0.568760628,0.722677711,0.020126242,0.190254231,19.95,0
59506,-0.763272927,1.318986446,0.329727256,0.189500193,0.439181404,-0.111087295,0.536091962,0.58352779,-0.893164271,-1.158954817,1.186480542,0.598116914,-0.001427934,-0.565617833,-0.099511972,0.92066339,0.238324286,0.669796947,-1.1615489,-0.198810584,0.131396703,0.174355559,0.087000815,-0.461485898,-0.612653868,-0.693193356,0.076003579,0.148310138,44.66,0
59506,-0.698542754,-0.901166277,1.939933165,-2.560482679,-1.11576282,0.014600336,-0.431969272,0.242707646,-2.365176519,0.75801188,1.036706265,-0.752998198,-0.223998108,-0.289039953,-0.255618244,-0.001988156,0.133934841,0.54870104,-1.188377314,-0.169522969,0.163905394,0.562500998,0.076369377,-0.019049545,-0.10003045,-0.266963186,0.087244475,0.107071446,100,0
59506,-0.471810133,0.785264343,1.833134056,0.126919294,0.015742664,-0.598584688,0.81101552,-0.182698495,0.202878153,-0.239469014,-0.875407192,-0.360633416,-0.926748848,-0.24359021,-0.308373961,-0.468476486,-0.002587079,-0.464774903,0.399375788,0.114888529,-0.246800602,-0.312463376,-0.184752859,0.397333259,-0.067566189,0.213486812,0.15018999,-0.050750009,4.3,0
59508,1.316494581,0.345261688,-0.041717261,0.494298132,0.052293885,-0.589076997,0.079099413,-0.159075189,0.065730395,-0.285936102,-0.789602729,0.04345124,0.53377337,-0.370002554,1.137624183,0.715767416,-0.319697978,-0.045112845,0.117100947,-0.044250725,-0.341257092,-0.971096999,0.024072716,-0.491308888,0.333770066,0.145992543,-0.023027752,0.022567703,1.29,0
59508,-0.349875883,1.02922367,1.262197039,0.077527726,-0.096386163,-1.006003345,0.644787594,-0.004532894,-0.209469778,-0.479452704,-0.422201781,-0.739087995,-1.120285836,-0.182236731,1.030017614,0.441437411,0.079104293,0.015014605,-0.084124192,0.044762813,-0.275180011,-0.790871834,0.011262908,0.2997694,-0.200646499,0.075851772,0.235895976,0.095979888,7.99,0
59509,1.219853096,-0.126916743,0.396172369,0.978161458,-0.013589886,0.948386165,-0.549479926,0.281831464,0.963347527,-0.197151074,-1.956198994,-0.25406599,-0.358615154,-0.217742995,0.472253161,0.045545047,-0.384315829,0.076728242,-0.062120767,-0.15688329,0.020560937,0.30659839,-0.279025674,-1.301071762,0.745048627,-0.09780748,0.070352773,0.011788621,12.26,0
59509,1.117863482,-0.255581364,0.869240109,0.164583657,-0.964485216,-0.600945128,-0.403108914,0.038580128,0.493245889,-0.213224409,0.165324424,0.085416786,-0.514979585,0.226304942,1.612249034,0.217202542,-0.004399749,-0.829580544,-0.565856731,-0.061828572,-0.08987619,-0.348782323,0.183071123,0.435236889,-0.134959231,0.828264229,-0.0531732,0.020888603,43.49,0
59511,-2.247375535,-3.203893914,-0.457589856,-1.223793434,-3.647696753,1.330918432,4.371276915,-0.286463559,0.58622347,-2.462386765,0.685932603,0.649853457,-0.433677048,0.234445213,-0.231343819,-0.388555489,-0.242023865,0.76161434,1.41396293,2.595728976,0.540167314,-0.425879231,2.891070535,-0.146794829,-0.265992328,-0.452528072,-0.233977788,0.261454735,1213,0
59511,-2.392558164,0.548540633,-0.072677946,-1.530083605,-0.683640756,-1.165550307,-0.396739681,1.041102119,-2.140023967,-0.596927044,-0.694100294,-0.521977619,-0.102504738,0.958920806,0.093522818,0.974968995,0.988644185,-1.804072354,-0.191610819,-0.268352928,0.431670751,0.531709535,-0.276016667,0.121513632,0.763758809,-0.160573973,-0.603064124,-0.30261616,1,0
59511,-1.216032532,-0.878416481,1.799233954,-1.174860588,-1.450521896,0.220814355,-0.779758536,0.80184769,-0.108098815,-0.702548132,-1.416451232,-0.825272699,-1.227026912,-0.710469702,-1.564044891,0.633634331,1.08002354,-1.56217726,-0.147873644,0.152657256,0.409244093,0.89116918,0.039779892,0.090072521,0.351709696,-0.119185506,-0.098882695,-0.115329887,127.85,0
59511,-0.983734886,0.4591754,1.508601627,-0.06884039,-0.12211843,0.984435135,-0.468941187,0.893545551,0.379432324,-0.989026993,-2.31904075,-0.866719788,-1.144954352,0.054046679,0.478810609,0.336940112,-0.114204197,0.180640148,0.344456097,-0.114430256,-0.022645878,-0.165897839,-0.202329692,-1.335571146,-0.0368865,0.416945944,-0.028183992,0.001739933,28.75,0
59512,-0.611525916,0.984388482,1.78097512,0.437121945,0.156929032,-0.885142305,0.59106392,-0.072109746,-0.73057485,-0.642764515,-0.213571414,-0.357852982,-0.173177691,-0.260513254,1.370109569,0.111362643,0.322784263,0.014008364,0.700212907,0.124902239,-0.220733738,-0.735874073,-0.12931763,0.335987298,0.034104071,0.2289816,0.027447411,0.087769421,2.69,0
59512,1.021270269,0.401661452,0.576471294,2.626694822,-0.321175832,-0.813999006,0.38687012,-0.202395645,-0.858521492,0.66416671,-0.239142366,-0.051956271,-0.180799164,0.438985846,0.439694392,0.532235605,-0.458153645,-0.526444606,-1.072498572,-0.012220017,-0.069291402,-0.446375815,0.008112546,0.677899875,0.366854512,-0.145751069,-0.034737307,0.038532566,84.5,0
59512,-1.72247114,-0.354463531,-0.843642133,-0.794492497,2.15435638,3.275469416,0.052749065,1.139993045,-0.712502601,-0.614049251,-0.381509359,-0.118193933,0.107635269,0.648720951,1.048229994,0.677465676,-0.744747401,0.335339742,0.342331995,-0.010818773,0.015785667,-0.35493294,-0.288685687,1.063858205,-0.200942694,0.210092888,0.06469689,-0.230843723,187.1,0
59513,1.204686882,-0.011964842,0.072668804,0.964460205,0.263362092,0.715718201,-0.159341865,0.17095492,0.657753962,-0.208540289,-1.822680309,-0.109421055,-0.312816572,-0.018860641,0.251578282,-0.129191932,-0.276458275,-0.47834723,0.214764266,-0.12410276,-0.325561086,-0.791431772,-0.116708052,-1.362383979,0.585754926,-0.428964382,0.047390426,0.013368717,29.99,0
59513,1.065551399,-0.155971385,1.268875719,1.179985461,-0.765381262,0.589060542,-0.762824552,0.395867335,0.678866371,-0.067518047,1.070406277,1.077509063,-0.40441458,-0.068306576,-0.233248624,-0.001542951,-0.202349228,0.025925925,-0.277173477,-0.174715594,0.013260473,0.225323639,0.015986836,0.019283311,0.300887419,-0.395778175,0.082833189,0.024113172,9.99,0
59514,0.98295718,-1.033039448,0.201163453,0.241149967,-0.442685144,1.238502144,-0.674765912,0.249018277,-0.743316938,0.724196298,-0.094643364,0.740251845,1.172280321,-0.228673812,-0.098802717,-1.162983439,-0.565552026,1.854491123,-0.729243441,-0.13316948,-0.143058533,-0.106354976,-0.359837802,-1.333987259,0.566838925,-0.145859339,0.062193648,0.03746978,176,0
59514,1.08218754,-0.759985247,0.320985318,-0.251934156,-0.185924329,1.424631681,-0.744685323,0.417484326,1.026047794,-0.369124389,-0.389775256,0.870464707,0.350235499,-0.446981928,-0.633004945,0.290575238,-0.462029194,-0.032411057,1.019325432,0.141247036,-0.214495629,-0.534585887,-0.193765336,-1.62764086,0.237828335,1.052506361,-0.038287693,-0.001617636,93.82,0
59514,0.546993455,-2.020667871,0.836031004,-0.180397471,-2.094765513,-0.120737453,-0.696383016,0.044414233,-0.453036646,0.541347785,1.07466658,0.753053753,0.31584738,-0.196151383,-0.11816967,-0.950070936,-0.160091029,1.741351992,-0.726636879,0.304489968,0.002802606,-0.264919835,-0.265383174,0.614599491,-0.095474785,1.039697105,-0.084987725,0.077705952,385.9,0
59514,1.16055192,0.138309116,0.499841942,0.459256635,-0.229505823,-0.190972001,-0.099860273,0.070432413,-0.240208393,0.051579906,1.726287781,1.217000306,0.35169092,0.437988291,0.569056859,0.201709325,-0.403819256,-0.510920604,-0.190314609,-0.090287279,-0.172273481,-0.510272623,0.145303137,0.016855744,0.116844433,0.105716465,-0.016842162,0.006963665,8.99,0
59515,0.865867166,-0.875430318,-0.083462284,-1.33216739,-0.776380841,-0.805822351,0.126645417,-0.075303786,0.883378326,-0.955557238,1.987619835,1.276591231,-0.476622664,0.734753471,1.217249925,-0.615696969,0.01499787,-0.30186912,0.600912406,0.248127177,0.015457676,-0.312541542,-0.085358024,0.259296118,0.219764777,-0.143588628,-0.034637438,0.034103368,193,0
59515,1.192711163,-0.215553202,0.046650127,-0.829268709,-0.661907705,-1.392556135,0.183197632,-0.32373699,1.066034993,-0.969190812,-0.103790817,0.717015558,0.203494967,0.38171868,1.641494789,-0.55880036,-0.227404041,-0.040549777,0.508272606,0.012492813,0.017807787,0.053460888,-0.135852152,0.41390597,0.673531382,-0.69418518,0.03603395,0.032931198,61.87,0
59515,0.816955108,-0.622999994,1.021198743,1.551632464,-1.213032254,-0.219104473,-0.388090426,0.078679674,0.848944398,-0.13402537,-0.882543662,-0.201530773,-0.888824901,-0.019004765,0.716261334,0.355234357,-0.357778846,0.362560638,-0.536375773,0.168843842,0.22138012,0.35346291,-0.234981868,0.395854882,0.405409845,-0.258653021,0.027031145,0.065282528,186.21,0
59515,1.026880118,-0.098610289,1.272927725,1.16602835,-0.845862475,0.233702506,-0.692379922,0.326668353,0.267519416,0.131420189,1.570077335,0.765284638,-0.455362663,0.305547298,0.998659669,0.546255379,-0.577528205,0.375281618,-0.853587907,-0.125893163,0.205710084,0.54748004,0.019935003,0.199197425,0.18272795,-0.36230083,0.067216988,0.032333351,31.5,0
59515,1.409074588,-0.501580634,0.019142361,-0.768539691,-0.783592395,-0.986322941,-0.324552547,-0.182427485,-0.768981645,0.650797863,-0.788597565,-1.39458743,-1.151416175,0.271486314,0.840596223,1.285657697,0.205311509,-1.588060075,0.975450337,0.04134671,-0.319849175,-1.202953906,0.145618747,-0.202889144,0.208064763,-0.609641549,-0.02211367,0.0155443,34.9,0
59515,-2.525588033,1.890582814,0.845489553,-1.76545614,-0.062525808,0.642651754,0.066921471,0.828417009,1.274333707,1.133808704,0.778672353,0.241654349,-0.66522916,-0.212073347,1.733084093,-0.87091281,0.655812319,-2.431741953,-2.537021045,0.619518092,-0.19405797,0.247974908,0.157776329,-0.643950821,-0.445189958,0.775852303,0.215107091,-0.272098737,0.77,0
